Ticker,Security Name,Company Name,Trading Status,Exchanges,Most Recent Trade Price ($USD Historical rate),Equity Security Type,CIK,Industry Classifications,% Change - Dividend Adj. Day Close Price [03/01/2006-03/01/2007],% Change - Dividend Adj. Day Close Price [03/01/2007-03/01/2008],% Change - Dividend Adj. Day Close Price [03/01/2008-03/01/2009],% Change - Dividend Adj. Day Close Price [03/01/2009-03/01/2010],% Change - Dividend Adj. Day Close Price [03/01/2010-03/01/2011],% Change - Dividend Adj. Day Close Price [03/01/2011-03/01/2012],% Change - Dividend Adj. Day Close Price [03/01/2012-03/01/2013],% Change - Dividend Adj. Day Close Price [03/01/2013-03/01/2014],% Change - Dividend Adj. Day Close Price [03/01/2014-03/01/2015],% Change - Dividend Adj. Day Close Price [03/01/2015-03/01/2016],% Change - Dividend Adj. Day Close Price [03/01/2016-03/01/2017],% Change - Dividend Adj. Day Close Price [03/01/2017-03/01/2018],% Change - Dividend Adj. Day Close Price [03/01/2018-03/01/2019],% Change - Dividend Adj. Day Close Price [03/01/2019-03/01/2020],% Change - Dividend Adj. Day Close Price [03/01/2020-03/01/2021]
NasdaqGS:HCCI,Common Stock,Heritage-Crystal Clean Inc,Active,Nasdaq Global Select (NasdaqGS), 28.53 ,Common Stock,0001403431,Commercial and Professional Services (Primary); Commercial Services and Supplies (Primary); Environmental and Facilities Services (Primary); Hazardous Waste Collection Treatment and Disposal Services (Primary); Industrials (Primary); Recycling Facilities (Primary); Sanitary Services (Primary); Solid Waste Collection Treatment and Disposal Services (Primary); Energy; Energy; Oil and Gas Refining and Marketing; Oil and Gas Refining and Marketing; Oil Gas and Consumable Fuels; Utilities; Utilities; Waste Water Treatment; Water Utilities; Water Utilities,-,-,-,-12.90,37.80,74.10,-29.30,22.60,-32.00,-34.90,96.60,48.90,6.74,5.19,2.54
NasdaqCM:AMHC,Class A Common Stock,Amplitude Healthcare Acquisition Corporation,Active,Nasdaq Capital Market (NasdaqCM), 9.92 ,Common Stock,0001788028,Asset Management and Custody Banks (Primary); Blank Checks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.53
NasdaqCM:AMHC.U,Units,Amplitude Healthcare Acquisition Corporation,Active,Nasdaq Capital Market (NasdaqCM), 10.19 ,Debt/Equity Composite Units,0001788028,Asset Management and Custody Banks (Primary); Blank Checks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.53
NasdaqCM:GRNV,Common Stock,GreenVision Acquisition Corp.,Active,Nasdaq Capital Market (NasdaqCM), 10.19 ,Common Stock,0001788841,Asset Management and Custody Banks (Primary); Blank Checks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.51
NasdaqCM:GRNV.U,Units,GreenVision Acquisition Corp.,Active,Nasdaq Capital Market (NasdaqCM), 11.25 ,Debt/Equity Composite Units,0001788841,Asset Management and Custody Banks (Primary); Blank Checks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.51
NasdaqGM:HLG,SPONSORED ADR,Hailiang Education Group Inc.,Active,Nasdaq Global Market (NasdaqGM), 51.9 ,Depository Receipt (Common Stock),0001596964,Consumer Discretionary (Primary); Consumer Services (Primary); Diversified Consumer Services (Primary); Education Services (Primary); Schools (Primary); Air Freight and Logistics; Air Freight and Logistics; Commercial and Professional Services; Consulting Services; Hotels; Hotels And Motels; Hotels Resorts and Cruise Lines; Hotels Restaurants and Leisure; Industrials; Lodging; Management Consulting Services; Professional Services; Research and Consulting Services; Transportation,-,-,-,-,-,-,-,-,-,-,-13.50,600.00,-39.50,61.90,2.49
NasdaqGM:IBTF,IBONDS 25 TRM TS,iShares Trust - iShares iBonds Dec 2025 Term Treasury ETF,Active,Nasdaq Global Market (NasdaqGM), 25.73 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.47
NasdaqGM:CBPO,New Common Stock,China Biologic Products Holdings Inc.,Active,Nasdaq Global Market (NasdaqGM), 119.99 ,Common Stock,0001369868; 0001704731,Biological Products (Primary); Biotechnology (Primary); Biotechnology (Primary); Health Care (Primary); Pharmaceuticals Biotechnology and Life Sciences (Primary); Anti-infective Drugs; Central Nervous System Drugs; Gastrointestinal Drugs; Hematologic Drugs; Pharmaceutical Products; Pharmaceuticals; Pharmaceuticals,-,-,-59.00,297.50,70.10,-39.30,113.20,67.20,118.20,53.60,-15.00,-27.00,10.90,42.40,2.45
NasdaqGM:VTC,TOTAL CORP BND,Vanguard Scottsdale Funds - Vanguard Total Corporate Bond ETF,Active,Nasdaq Global Market (NasdaqGM), 90.46 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,-,-,-,-,-,-,-,-,2.58,15.40,2.44
NasdaqGS:ESSA,Common Shares,ESSA Bancorp Inc.,Active,Nasdaq Global Select (NasdaqGS), 15.34 ,Common Stock,0001382230,Banks (Primary); Financials (Primary); Savings Institutions (Primary); Savings Institutions Federally Chartered (Primary); Thrifts and Mortgage Finance (Primary); Thrifts and Mortgage Finance (Primary); Asset Management and Custody Banks; Capital Markets; Dental Insurance Plans; Diversified Financial Services; Diversified Financials; Health and Medical Insurance; Holding Companies; Insurance; Insurance; Insurance Brokers; Investment Services and Holding Companies; Life and Health Insurance; Life Insurance; Multi-Sector Holdings; Offices Of Bank Holding Companies,-,-,0.98,1.13,9.93,-25.10,19.50,2.51,11.20,14.30,20.90,-7.23,15.40,4.14,2.36
NYSE:NID,Common Shares,Nuveen Intermediate Duration Municipal Term Fund,Active,New York Stock Exchange (NYSE), 14.33 ,Common Stock; Closed End Fund,0001557915,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,-,-,-,-12.20,14.00,6.64,4.19,0.92,7.02,12.80,2.30
NasdaqGM:IUSB,CORE TOTAL USD,iShares Trust - iShares Core Total USD Bond Market ETF,Active,Nasdaq Global Market (NasdaqGM), 53.17 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,-,-,-,-,-,0.54,2.76,1.57,2.86,11.10,2.28
NasdaqGS:HTBI,Common Stock,HomeTrust Bancshares Inc.,Active,Nasdaq Global Select (NasdaqGS), 26.14 ,Common Stock,0001538263,Banks (Primary); Banks (Primary); Financials (Primary); National and State Commercial Banks (Primary); Regional Banks (Primary); State Commercial Banks (Primary); Diversified Financial Services; Diversified Financials; Holding Companies; Investment Services and Holding Companies; Multi-Sector Holdings; Offices Of Bank Holding Companies,-,-,-,-,-,-,-,0.97,0.70,12.90,36.90,6.56,4.85,-11.60,2.18
NasdaqGM:IBTG,IBONDS 26 TRM TS,iShares Trust - iShares iBonds Dec 2026 Term Treasury ETF,Active,Nasdaq Global Market (NasdaqGM), 25.62 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.15
NasdaqGM:BSAE,BULLSHS 21 USD,Invesco BulletShares 2021 USD Emerging Markets Debt ETF,Active,Nasdaq Global Market (NasdaqGM), 24.96 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,5.39,2.13
NYSE:FEDU,ADR,Four Seasons Education (Cayman) Inc.,Active,New York Stock Exchange (NYSE), 1.12 ,Depository Receipt (Common Stock),0001709819,Consumer Discretionary (Primary); Consumer Services (Primary); Diversified Consumer Services (Primary); Education Services (Primary); Exam Preparation and Tutoring (Primary); Specialty Educational Services (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-76.30,-18.40,2.10
NasdaqGM:BSMN,BULSHS 2023 MUNI,Invesco Exchange-Traded Self-Indexed Fund Trust - Invesco BulletShares 2023 Municipal Bond ETF,Active,Nasdaq Global Market (NasdaqGM), 25.67 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.08
NasdaqGM:IGF,GLB INFRASTR ETF,iShares Trust - iShares Global Infrastructure ETF,Active,Nasdaq Global Market (NasdaqGM), 46.41 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-48.50,50.30,15.50,0.97,5.63,15.50,8.34,-10.60,14.60,7.34,6.71,3.99,2.07
NasdaqGM:FGBI,Common Stock USD 1,First Guaranty Bancshares Inc.,Active,Nasdaq Global Market (NasdaqGM), 17.5 ,Common Stock,0001408534,Banks (Primary); Banks (Primary); Financials (Primary); National and State Commercial Banks (Primary); Regional Banks (Primary); State Commercial Banks (Primary); Asset Management and Custody Banks; Capital Markets; Diversified Financial Services; Diversified Financials; Holding Companies; Investment Services and Holding Companies; Multi-Sector Holdings; Offices Of Bank Holding Companies,-,-,-,-,-,-,-,-,-,2.19,65.90,14.10,-13.10,-8.85,2.05
NYSE:MVO,Trust Units,MV Oil Trust,Active,New York Stock Exchange (NYSE), 5.22 ,Common Stock,0001371782,Energy (Primary); Energy (Primary); Oil and Gas Exploration and Production (Primary); Oil and Gas Production (Primary); Oil Gas and Consumable Fuels (Primary),-,10.90,-58.20,182.60,82.90,17.40,-31.30,0.96,-25.20,-63.90,41.00,27.60,22.60,-34.70,2.05
NasdaqGM:VRIG,VAR RATE INVT,Invesco Actively Managed Exchange-Traded Fund Trust - Invesco Variable Rate Investment Grade ETF,Active,Nasdaq Global Market (NasdaqGM), 25.08 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,-,-,-,-,-,-,-,2.52,1.77,3.22,2.05
NasdaqCM:RMBI,Common Stock,Richmond Mutual Bancorporation Inc.,Active,Nasdaq Capital Market (NasdaqCM), 13.86 ,Common Stock,0001767837,Banks (Primary); Banks (Primary); Financials (Primary); National and State Commercial Banks (Primary); Regional Banks (Primary); State Commercial Banks (Primary); Asset Management and Custody Banks; Capital Markets; Diversified Financial Services; Diversified Financials; Holding Companies; Investment Services and Holding Companies; Multi-Sector Holdings; Offices Of Bank Holding Companies,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.04
NasdaqGM:MBB,MBS ETF,iShares Trust - iShares MBS ETF,Active,Nasdaq Global Market (NasdaqGM), 108.7 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,6.27,6.18,4.04,6.05,1.78,0.06,4.82,2.06,-0.28,0.74,2.97,7.33,1.99
NasdaqGM:XENT,Common Stock,Intersect ENT Inc.,Active,Nasdaq Global Market (NasdaqGM), 21.17 ,Common Stock,0001271214,Health Care (Primary); Health Care Equipment (Primary); Health Care Equipment and Services (Primary); Health Care Equipment and Supplies (Primary); Health Care Supplies; Medical Consumables; Pharmaceuticals; Pharmaceuticals; Pharmaceuticals Biotechnology and Life Sciences; Surgical Sets and Instruments,-,-,-,-,-,-,-,-,-,-30.40,-21.70,149.30,-4.18,-30.60,1.97
NasdaqGS:PFIS,New Common Stock,Peoples Financial Services Corp.,Active,Nasdaq Global Select (NasdaqGS), 42.48 ,Common Stock,0001054508; 0001056943,Banks (Primary); Banks (Primary); Financials (Primary); National and State Commercial Banks (Primary); Regional Banks (Primary); State Commercial Banks (Primary); Asset Management and Custody Banks; Capital Markets; Diversified Financial Services; Diversified Financials; Holding Companies; Insurance; Insurance; Insurance Brokers; Investment Banking and Brokerage; Investment Services and Holding Companies; Multi-Sector Holdings; Offices Of Bank Holding Companies; Securities and Commodities Markets Services; Security Brokers and Dealers,-,-,-,-,-,-,-,-,8.56,-6.45,16.30,-0.01,11.00,2.35,1.90
NYSE:NTCO,SPON ADS EACH REP 2 ORD SHS,Natura &Co Holding S.A.,Active,New York Stock Exchange (NYSE), 17.46 ,Depository Receipt (Common Stock),0001776967; 0001787256,Beauty Care Products (Primary); Consumer Staples (Primary); Cosmetics (Primary); Deodorants and Antiperspirants (Primary); Hair Care Products (Primary); Household and Personal Products (Primary); Perfumes and Colognes (Primary); Personal Products (Primary); Personal Products (Primary); Skin Care Products (Primary); Vitamins and Nutritional Supplements (Primary); Beauty Care Product Stores; Consumer Discretionary; Cosmetics Stores; Distributors; Distributors; Diversified Financial Services; Diversified Financials; Financials; Gift and Novelty Stores; Household and Personal Product Distribution; Internet and Direct Marketing Retail; Internet and Direct Marketing Retail; Investment Services and Holding Companies; Multi-Sector Holdings; Non-Durable Goods Distribution; Online Beauty Care Product Retail; Online Cosmetics Retail; Online Flowers Gifts and Novelties; Online Personal Care Product Retail; Online Specialty Retail; Patent Owners and Lessors; Personal Care Product Stores; Retailing; Specialty Retail; Specialty Stores,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.85
NasdaqCM:IROQ,Common Stock,IF Bancorp Inc.,Active,Nasdaq Capital Market (NasdaqCM), 22.6 ,Common Stock,0001514743,Banks (Primary); Financials (Primary); Savings Institutions (Primary); Savings Institutions Federally Chartered (Primary); Thrifts and Mortgage Finance (Primary); Thrifts and Mortgage Finance (Primary); Asset Management and Custody Banks; Capital Markets; Diversified Financial Services; Diversified Financials; Holding Companies; Insurance; Insurance; Insurance Brokers; Investment Services and Holding Companies; Multi-Sector Holdings; Offices Of Bank Holding Companies,-,-,-,-,-,-,29.70,11.30,2.43,12.60,8.30,-1.11,11.20,-3.27,1.84
NasdaqGM:GNMA,GNMA BOND ETF,iShares Trust - iShares GNMA Bond ETF,Active,Nasdaq Global Market (NasdaqGM), 50.36 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,-,-,1.44,-0.60,3.45,2.15,-0.10,-0.14,3.37,6.13,1.81
NasdaqGM:BSMP,BULSHS 2025 MUNI,Invesco Exchange-Traded Self-Indexed Fund Trust - Invesco BulletShares 2025 Municipal Bond ETF,Active,Nasdaq Global Market (NasdaqGM), 26.01 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.80
NYSE:MTT,COM,Western Asset Municipal Defined Opportunity Trust Inc.,Active,New York Stock Exchange (NYSE), 21.19 ,Common Stock; Closed End Fund,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,-3.73,21.50,6.75,-0.59,11.40,7.16,-4.28,1.82,0.05,6.85,1.77
NYSE:EDD,COM,Morgan Stanley Emerging Markets Domestic Debt Fund Inc.,Active,New York Stock Exchange (NYSE), 6.14 ,Common Stock; Closed End Fund,0001388141,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-40.40,68.50,19.40,15.50,7.84,-15.60,-13.60,-24.20,21.70,11.30,-6.06,2.51,1.73
NasdaqGM:VMBS,MORTG-BACK SEC,Vanguard Scottsdale Funds - Vanguard Mortgage-Backed Securities ETF,Active,Nasdaq Global Market (NasdaqGM), 53.67 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,4.53,5.92,1.79,0.72,4.35,2.39,0.20,0.64,3.04,7.24,1.72
NasdaqGM:BSCL,BULTSHS 21 CBD,Invesco Exchange-Traded Self-Indexed Fund Trust - Invesco BulletShares 2021 Corporate Bond ETF,Active,Nasdaq Global Market (NasdaqGM), 21.12 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,-,-,-,-,5.75,-0.62,5.36,1.16,3.02,4.50,1.70
NYSE:KRP,Common Units,Kimbell Royalty Partners LP,Active,New York Stock Exchange (NYSE), 10.13 ,Limited Partnership,0001602950; 0001657788,Energy (Primary); Energy (Primary); Oil and Gas Exploration and Production (Primary); Oil and Gas Production (Primary); Oil Gas and Consumable Fuels (Primary),-,-,-,-,-,-,-,-,-,-,-,8.24,-0.47,-27.80,1.69
NasdaqGM:IEI,3 7 YR TREAS BD,iShares Trust - iShares 3-7 Year Treasury Bond ETF,Active,Nasdaq Global Market (NasdaqGM), 130.53 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,13.60,5.86,2.39,4.38,7.88,2.25,-0.73,2.68,2.93,-0.88,-0.19,2.76,9.60,1.68
NasdaqGM:BSMO,BULSHS 2024 MUNI,Invesco Exchange-Traded Self-Indexed Fund Trust - Invesco BulletShares 2024 Municipal Bond ETF,Active,Nasdaq Global Market (NasdaqGM), 25.82 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.68
NasdaqGM:FTLB,HEDGED BUYWRITE,First Trust Exchange-Traded Fund VI - First Trust Hedged BuyWrite Income ETF,Active,Nasdaq Global Market (NasdaqGM), 20.94 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,-,-,-,-,9.74,-4.98,15.50,5.79,1.58,-0.53,1.68
AMEX:NES,New Common Shares,Nuverra Environmental Solutions Inc.,Active,NYSE MKT LLC (AMEX), 2.09 ,Common Stock,0001403853,Energy (Primary); Energy (Primary); Energy Equipment and Services (Primary); Oil and Gas Equipment and Services (Primary); Oil and Gas Field Services (Primary); Capital Goods; Industrials; Machinery Rental and Leasing; Trading Companies and Distributors; Trading Companies and Distributors; Utilities; Utilities; Water Purification; Water Utilities; Water Utilities,-,-,-,-,-,-,-,-,-,-,-,-,-50.20,-77.50,1.67
NasdaqGM:CNFR,Common Stock,Conifer Holdings Inc.,Active,Nasdaq Global Market (NasdaqGM), 3.3 ,Common Stock,0001502292,Casualty (Primary); Financials (Primary); Homeowner's and Renter's Insurance (Primary); Insurance (Primary); Insurance (Primary); Liability Insurance (Primary); Motor Vehicle Insurance (Primary); Personal Property Insurance (Primary); Property (Primary); Property and Casualty Insurance (Primary),-,-,-,-,-,-,-,-,-,-,7.96,-23.40,-22.20,-14.30,1.67
NasdaqGS:IFRX,Common Stock,InflaRx N.V.,Active,Nasdaq Global Select (NasdaqGS), 3.75 ,Common Stock,0001708688,Biotechnology (Primary); Biotechnology (Primary); Health Care (Primary); Pharmaceuticals Biotechnology and Life Sciences (Primary); Diversified Financial Services; Diversified Financials; Financials; Oncology Drugs; Pharmaceutical Products; Pharmaceuticals; Pharmaceuticals,-,-,-,-,-,-,-,-,-,-,-,-,38.60,-88.80,1.65
NasdaqGS:EQBK,Class A Common Stock,Equity Bancshares Inc.,Active,Nasdaq Global Select (NasdaqGS), 30.61 ,Common Stock,0001227500,Banks (Primary); Banks (Primary); Financials (Primary); National and State Commercial Banks (Primary); Regional Banks (Primary); State Commercial Banks (Primary); Asset Management and Custody Banks; Capital Markets; Diversified Financial Services; Diversified Financials; Holding Companies; Investment Services and Holding Companies; Multi-Sector Holdings; Offices Of Bank Holding Companies,-,-,-,-,-,-,-,-,-,-,57.70,14.70,-11.00,-22.30,1.60
NasdaqGM:VWOB,EMERG MKT BD ETF,Vanguard Whitehall Funds - Vanguard Emerging Markets Government Bond ETF,Active,Nasdaq Global Market (NasdaqGM), 79.16 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,-,-,-,-,4.30,1.95,10.80,2.96,3.26,10.10,1.60
NasdaqGM:VGSH,SHORT TERM TREAS,Vanguard Scottsdale Funds - Vanguard Short-Term Treasury ETF,Active,Nasdaq Global Market (NasdaqGM), 61.53 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,1.39,1.32,0.42,0.48,0.54,0.84,0.24,0.01,2.05,4.82,1.58
NasdaqGS:MYFW,Common Stock,First Western Financial Inc.,Active,Nasdaq Global Select (NasdaqGS), 24.55 ,Common Stock,0001327607,Banks (Primary); Banks (Primary); Financials (Primary); National and State Commercial Banks (Primary); Regional Banks (Primary); Regional Commercial Banks (Primary); State Commercial Banks (Primary); Asset Management and Custody Banks; Capital Markets; Diversified Banks; Diversified Financial Services; Diversified Financials; Holding Companies; Institutional Investment Advice; Insurance; Insurance; Insurance Brokers; Investment Advice; Investment Banking and Brokerage; Investment Brokerage Services; Investment Services and Holding Companies; Life and Health Insurance; Life Insurance; Mortgage Bankers and Originators; Multi-Sector Holdings; Offices Of Bank Holding Companies; Personal Investment Advice; Private and Industrial Banking; Thrifts and Mortgage Finance; Thrifts and Mortgage Finance; Trust Managers; Trusts,-,-,-,-,-,-,-,-,-,-,-,-,-,37.60,1.55
NasdaqGM:BSML,BULSHS 2021 MUNI,Invesco Exchange-Traded Self-Indexed Fund Trust - Invesco BulletShares 2021 Municipal Bond ETF,Active,Nasdaq Global Market (NasdaqGM), 25.31 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.53
NasdaqGM:FMHI,MUNI HI INCM ETF,First Trust Exchange-Traded Fund III - First Trust Municipal High Income ETF,Active,Nasdaq Global Market (NasdaqGM), 55.19 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,-,-,-,-,-,-,-,-,4.80,12.40,1.53
NasdaqGM:LDSF,LOW DUR STRTGC,First Trust Exchange-Traded Fund VIII - First Trust Low Duration Strategic Focus ETF,Active,Nasdaq Global Market (NasdaqGM), 20.28 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,4.09,1.50
NasdaqGM:IBTH,IBONDS 27 TRM TS,iShares Trust - iShares iBonds Dec 2027 Term Treasury ETF,Active,Nasdaq Global Market (NasdaqGM), 25.39 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.48
NasdaqCM:IRMD,Common Shares,IRadimed Corporation,Active,Nasdaq Capital Market (NasdaqCM), 26.28 ,Common Stock,0001325618,Health Care (Primary); Health Care Equipment (Primary); Health Care Equipment and Services (Primary); Health Care Equipment and Supplies (Primary); Medical Testing Analyzing and Diagnostic Equipment (Primary); Radiology Equipment (Primary); X-Ray Apparatus and Magnetic Resonance Imaging (MRI) (Primary),-,-,-,-,-,-,-,-,-,22.50,-49.60,45.30,98.10,-7.81,1.47
NasdaqGM:EVOP,Class A Common Stock,EVO Payments Inc.,Active,Nasdaq Global Market (NasdaqGM), 28.73 ,Common Stock,0001704596,Data Processing and Outsourced Services (Primary); Information Technology (Primary); Internet Merchant Services (Primary); IT Services (Primary); Payment Processors (Primary); Payment Service Providers and Gateways (Primary); Payments Fraud Management Services (Primary); Software and Services (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,-6.06,1.46
NasdaqGS:FFNW,Common Stock,First Financial Northwest Inc.,Active,Nasdaq Global Select (NasdaqGS), 13.8 ,Common Stock,0001401564,Banks (Primary); Banks (Primary); Financials (Primary); National and State Commercial Banks (Primary); Regional Banks (Primary); State Commercial Banks (Primary); Asset Management and Custody Banks; Capital Markets; Diversified Financial Services; Diversified Financials; Holding Companies; Investment Services and Holding Companies; Multi-Sector Holdings; Offices Of Bank Holding Companies,-,-,-23.30,-3.76,-13.80,25.30,9.19,31.40,18.30,15.50,56.20,-22.30,5.25,-13.50,1.46
NasdaqGM:AGZD,INTRST RATE HDGE,WisdomTree Trust - WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund,Active,Nasdaq Global Market (NasdaqGM), 47.11 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,-,-,-,-,0.42,-2.46,4.02,2.38,2.03,2.56,1.44
NasdaqGM:BSMM,BULSHS 2022 MUNI,Invesco Exchange-Traded Self-Indexed Fund Trust - Invesco BulletShares 2022 Municipal Bond ETF,Active,Nasdaq Global Market (NasdaqGM), 25.45 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.43
NYSE:GIX,Common Shares,GigCapital2 Inc.,Active,New York Stock Exchange (NYSE), 10.06 ,Common Stock,0001770141,Asset Management and Custody Banks (Primary); Blank Checks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.40
NYSE:GIX.U,Units,GigCapital2 Inc.,Active,New York Stock Exchange (NYSE), 10.85 ,Debt/Equity Composite Units,0001770141,Asset Management and Custody Banks (Primary); Blank Checks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.40
NYSE:RMI,Com,RiverNorth Opportunistic Municipal Income Fund Inc.,Active,New York Stock Exchange (NYSE), 22.5 ,Common Stock; Closed End Fund,0001746967,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,15.80,1.40
NYSE:ALSN,Common Stock,Allison Transmission Holdings Inc.,Active,New York Stock Exchange (NYSE), 43.79 ,Common Stock,0001411207,Capital Goods (Primary); Construction Machinery and Heavy Trucks (Primary); Industrials (Primary); Machinery (Primary),-,-,-,-,-,-,-,31.70,8.71,-24.00,59.40,4.88,29.90,-16.20,1.38
NasdaqGM:VGIT,INTER TERM TREAS,Vanguard Scottsdale Funds - Vanguard Intermediate-Term Treasury ETF,Active,Nasdaq Global Market (NasdaqGM), 67.71 ,Common Stock; ETF,-,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Investment Funds (Primary),-,-,-,-,4.29,9.56,2.76,-0.99,3.45,3.05,-1.25,-0.13,2.95,10.80,1.35
NYSE:GLEO,Ordinary Shares,Galileo Acquisition Corp.,Active,New York Stock Exchange (NYSE), 10.07 ,Common Stock,0001784851,Asset Management and Custody Banks (Primary); Blank Checks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.30
